Property Name ,Interval Identifier ,Property ID ,Country Name ,Primary Commodity ,Hole ID ,Reported Date (mm/dd/yyyy),Primary Interval Commodity ,Reporting Company ,Reporting Company ID ,Stage (At Time of Ann.) ,Significant Interval? Yes/No,Surface or Underground? ,Exploration Purpose ,Exchg,From (Date -1),To (Date + 20),Market Cap Range,"Market Cap ($M) (From, date -1)","Market Cap ($M) (To, date + 20)",Gain,within 21 d?,Rank,Relevant asterisk/ footnote,New Rank,Notes
Central Malawi,718640,66031,Malawi,Graphite,MGDD0003,10/26/2016,Graphite,Sovereign Metals Limited,4354479,Prefeas/Scoping,Yes,Surface,Extension,SVM-ASX,0.0916,0.0868,>10 - 100,19.91,18.86,-5.30%,FALSE,382,,,
Gold Mesa,711051,66237,USA,Gold,GMA-079,10/13/2016,Gold,Gold Resource Corporation,4350537,Target Outline,Yes,Surface,Extension,GORO-US,5.41,5.77,>100,305.97,326.39,6.65%,FALSE,162,,,
Scottie,716289,66264,Canada,Gold,SG-16-4,10/18/2016,Gold,Rotation Minerals Ltd.,4365419,Advanced Exploration,Yes,Surface,Exploration,ROT-TVX,0.2282,0.2238,<10,8.45,8.29,-1.92%,FALSE,316,,,
Davyhurst,720782,26359,Australia,Gold,SKD008,11/2/2016,Gold,Eastern Goldfields Limited,4354674,Feasibility Started,No,Surface,Infill,EGS-ASX,0.2183,0.1624,>100,106.88,79.49,-25.62%,FALSE,673,,,
Arno,755987,66878,Australia,Graphite,16SIVRC067,12/23/2016,Graphite,Renascor Resources Limited,4353738,Reserves Development,Yes,Surface,Extension,RNU-ASX,0.0195,0.021,<10,9.42,10.14,7.65%,FALSE,151,,,
Rowan Lake,738983,33876,Canada,Gold,RLG-16-34,12/6/2016,Gold,Goldcorp Incorporated,4350554,Reserves Development,No,Surface,Extension,GG-US,13.49,12.6,>100,"11,515.87","10,756.12",-6.60%,FALSE,409,,,
Stawell Corridor,736645,67094,Australia,Gold,IAC018,12/1/2016,Gold,Navarre Minerals Limited,4352703,Target Outline,Yes,Surface,Exploration,NML-ASX,0.034,0.0326,<10,5.68,5.67,-4.01%,FALSE,365,,,
Stawell Corridor,746951,67094,Australia,Gold,IAC040,12/15/2016,Gold,Navarre Minerals Limited,4352703,Target Outline,Yes,Surface,Extension,NML-ASX,0.0474,0.0408,<10,8.22,7.09,-13.94%,FALSE,538,,,
Widgiemooltha,736600,32767,Australia,Gold,MRC456,12/1/2016,Gold,Mincor Resources NL,4352320,Feasibility Started,No,Surface,Infill,MCR-ASX,0.2105,0.1558,>10 - 100,39.61,29.32,-25.98%,FALSE,676,,,
Mt Windsor,735180,67419,Australia,Copper,SORC001,11/28/2016,Zinc,Red River Resources Limited,4353695,Target Outline,Yes,Surface,Exploration,RVR-ASX,0.1561,0.1384,>10 - 100,47.58,52.71,-11.36%,FALSE,500,,,
La Parrilla,715456,67670,Spain,Tungsten,IRC144,10/17/2016,Tungsten,W Resources Plc,4367578,Operating,Yes,Surface,Extension,WRES-AIMLSE,0.0076,0.0065,>10 - 100,31.53,28.45,-13.75%,FALSE,533,,,
Singida,718080,67808,Tanzania,Gold,WDH 014,10/25/2016,Gold,Tanga Resources Limited,4348144,Exploration,Yes,Surface,Extension,TRL-ASX,0.0555,0.0377,>10 - 100,21.13,14.33,-32.18%,FALSE,718,,,
Singida,747860,67808,Tanzania,Gold,WDH 006,12/16/2016,Gold,Tanga Resources Limited,4348144,Target Outline,Yes,Surface,Extension,TRL-ASX,0.0368,0.0367,>10 - 100,14.01,14.34,-0.15%,FALSE,277,,,
Rabbit North Regional,744723,67869,Canada,Gold,RN008,12/8/2016,Copper,Tower Resources Limited,4354942,Target Outline,Yes,Surface,Exploration,TWR-TVX,0.1208,0.1142,<10,7.91,7.49,-5.44%,FALSE,385,,,
Windfall Lake,735701,30439,Canada,Gold,OBM?16?669,11/25/2016,Gold,Osisko Mining Inc.,4404986,Prefeas/Scoping,No,Surface,Extension,OSK-TSX,1.7346,1.593,>100,271.08,262.89,-8.16%,FALSE,441,,,
Mahenge,705808,70637,Tanzania,Graphite,RC116,10/6/2016,Graphite,Black Rock Mining Limited,4360334,Target Outline,Yes,Surface,Extension,BKT-ASX,0.1331,0.1189,>10 - 100,41.78,38.39,-10.67%,FALSE,485,,,
Mahenge,708719,70637,Tanzania,Graphite,RC135,10/12/2016,Graphite,Black Rock Mining Limited,4360334,Target Outline,Yes,Surface,Extension,BKT-ASX,0.1208,0.1149,>10 - 100,39.02,37.12,-4.88%,FALSE,379,,,
Mahenge,745228,70637,Tanzania,Graphite,RC165,12/12/2016,Graphite,Black Rock Mining Limited,4360334,Target Outline,Yes,Surface,Extension,BKT-ASX,0.1006,0.0869,>10 - 100,31.63,27.44,-13.65%,FALSE,532,,,
Cochrane Hill,741459,26092,Canada,Gold,CH-16-057,12/6/2016,Gold,Atlantic Gold Corporation,4354510,Feasibility Started,No,In Pit,Infill,AGB-TVX,0.6565,0.5918,>100,113.79,102.58,-9.86%,FALSE,469,,,
Lindi Jumbo,739210,70725,Tanzania,Graphite,LJTR03,12/6/2016,Graphite,Walkabout Resources Limited,4352817,Prefeas/Scoping,Yes,Surface,Extension,WKT-ASX,0.0516,0.0517,<10,5.24,5.27,0.20%,FALSE,255,,,
Boundiali,736371,70742,Cote d'Ivoire,Gold,BDRC011,11/30/2016,Gold,Apollo Consolidated Limited,4356432,Target Outline,Yes,Surface,Extension,AOP-ASX,0.0896,0.076,>10 - 100,14.32,12.21,-15.13%,FALSE,556,,,
Alacran,719316,70857,Mexico,Copper,MDPC-110,10/27/2016,Silver,Azure Minerals Limited,4348387,Reserves Development,Yes,Surface,Infill,AZS-ASX,0.0238,0.0217,>10 - 100,39.76,36.23,-8.89%,FALSE,450,,,
Alacran,728025,70857,Mexico,Copper,MDPC-131,11/15/2016,Gold,Azure Minerals Limited,4348387,Reserves Development,Yes,Surface,Extension,AZS-ASX,0.0211,0.0194,>10 - 100,35.27,32.5,-7.85%,FALSE,438,,,
Fisher East,706584,75613,Australia,Nickel,FEAC421,10/11/2016,Nickel,Rox Resources Limited,4353900,Prefeas/Scoping,Yes,Surface,Extension,RXL-ASX,0.013,0.0122,>10 - 100,16.01,15.05,-6.00%,FALSE,399,,,
Morning Star,719271,29908,Australia,Gold,L4001,10/27/2016,Gold,Mantle Mining Corporation Limited,4352048,Limited Production,No,Underground,Extension,MNM-ASX,0.0084,0.006,<10,9.66,6.85,-29.17%,FALSE,699,,,
Chilalo,728627,75827,Tanzania,Graphite,NRC16-186,11/16/2016,Graphite,Graphex Mining Limited,4698137,Prefeas/Scoping,Yes,Surface,Extension,GPX-ASX,0.249,0.2386,>10 - 100,14.04,13.48,-4.15%,FALSE,369,,,
Railroad-Pinion,716581,27614,USA,Gold,DS16-10,10/20/2016,Gold,Gold Standard Ventures Corporation,4350544,Reserves Development,No,Surface,Extension,GSV-TVX,2.559,2.2771,>100,533.29,504.38,-11.01%,FALSE,493,,,
Coffee,719376,37018,Canada,Gold,CFD0618,10/26/2016,Gold,Goldcorp Incorporated,4350554,Feasibility Complete,No,Surface,Metallurgical,GG-US,15.59,13.84,>100,"13,308.56","11,814.65",-11.23%,FALSE,498,,,
Ulysses,704241,76171,Australia,Gold,16USRC064,10/3/2016,Gold,Genesis Minerals Limited,4350380,Prefeas/Scoping,Yes,In Pit,Extension,GMD-ASX,0.0237,0.0213,>10 - 100,15.12,13.56,-10.33%,FALSE,478,,,
Nachingwea,708298,76384,Tanzania,Graphite,NMDD0011,10/12/2016,Graphite,Volt Resources Limited,4363381,Prefeas/Scoping,Yes,Surface,Extension,VRC-ASX,0.0634,0.0559,>10 - 100,60.5,53.39,-11.82%,FALSE,505,,,
Cariboo,705589,25889,Canada,Gold,G000988,10/4/2016,Gold,Barkerville Gold Mines Ltd.,4348461,Prefeas/Scoping,No,Surface,Exploration,BGM-TVX,0.5027,0.4418,>100,152.24,133.82,-12.10%,FALSE,507,,,
Lake Roe,730397,76396,Australia,Gold,BBRC0111,11/18/2016,Gold,Breaker Resources NL,4357258,Target Outline,Yes,Surface,Extension,BRB-ASX,0.2839,0.2834,>10 - 100,37.16,37.1,-0.18%,FALSE,278,,,
Lake Roe,748410,76396,Australia,Gold,BBRC0111,12/19/2016,Gold,Breaker Resources NL,4357258,Target Outline,Yes,Surface,Extension,BRB-ASX,0.2185,0.366,>10 - 100,28.86,47.7,67.55%,FALSE,6,,4,No results in the top ten. All other results came afterward. 
Paradigm,730872,76519,Australia,Gold,PDDD16075,11/14/2016,Gold,Northern Star Resources Limited,4352917,Exploration,Yes,Surface,Extension,NST-ASX,3.1276,2.5855,>100,"1,878.69","1,553.07",-17.33%,FALSE,597,,,
Christie Lake,711568,76929,Canada,U3O8,CB-102,10/14/2016,U3O8,UEX Corporation,4355053,Target Outline,Yes,Surface,Exploration,UEX-TSX,0.1472,0.1307,>10 - 100,43.66,38.76,-11.22%,FALSE,497,,,
Christie Lake,723519,76929,Canada,U3O8,CB-104,11/8/2016,U3O8,Coventry Resources Limited,4349577,Target Outline,Yes,Surface,Exploration,CYY-ASX,0.0769,0.0749,<10,7.08,6.89,-2.67%,FALSE,334,,,
Bougouni,719491,77208,Mali,Lithium,GMDD005,10/10/2016,Lithium,Birimian Limited,4348586,Prefeas/Scoping,Yes,Surface,Extension,BGS-ASX,0.2729,0.2654,>10 - 100,49.56,48.21,-2.73%,FALSE,338,,,
Bynoe,720829,77268,Australia,Lithium,LBRC022,11/2/2016,Lithium,Liontown Resources Limited,4351851,Target Outline,Yes,Surface,Exploration,LTR-ASX,0.0222,0.0133,>10 - 100,18.65,11.15,-40.19%,FALSE,740,,,
Unkur,705912,77290,Russia,Copper,AM-001,10/6/2016,Copper,Azarga Metals Corp.,4350081,Reserves Development,Yes,Surface,Extension,AZR-TVX,0.2425,0.4048,>10 - 100,10.42,18.79,66.93%,FALSE,7,,5,No results in the top ten. All other results came afterward. 
Unkur,719812,77290,Russia,Copper,AM-017,10/31/2016,Copper,Azarga Metals Corp.,4350081,Reserves Development,Yes,Surface,Extension,AZR-TVX,0.3816,0.2625,>10 - 100,17.71,12.2,-31.20%,FALSE,710,,,
Springdale,720373,77370,Australia,Graphite,HD001,11/2/2016,Graphite,Comet Resources Limited,4349348,Target Outline,Yes,Surface,Extension,CRL-ASX,0.0406,0.0266,<10,5.4,3.53,-34.55%,FALSE,725,,,
Arcadia V,704576,77458,Zimbabwe,Lithium,ACR011,10/3/2016,Lithium,Prospect Resources Limited,4353472,Target Outline,Yes,Surface,Extension,PSC-ASX,0.0375,0.0327,>10 - 100,59.41,52.09,-12.88%,FALSE,520,,,
Arcadia V,717235,77458,Zimbabwe,Lithium,ACR019,10/21/2016,Lithium,Prospect Resources Limited,4353472,Target Outline,Yes,Surface,Exploration,PSC-ASX,0.0336,0.0189,>10 - 100,53.53,30.18,-43.62%,FALSE,745,,,
Mahenge Liandu,725635,77529,Tanzania,Graphite,LDRC0004,11/8/2016,Graphite,Armadale Capital Plc,4413348,Target Outline,Yes,Surface,Exploration,ACP-AIMLSE,0.0434,0.0447,<10,9.05,9.32,3.06%,FALSE,211,,,
Mahenge Liandu,732063,77529,Tanzania,Graphite,LDRC0003,11/22/2016,Graphite,Armadale Capital Plc,4413348,Target Outline,Yes,Surface,Exploration,ACP-AIMLSE,0.0514,0.0386,>10 - 100,10.72,8.13,-24.84%,FALSE,664,,,
Mt Gilmore,733408,77615,Australia,Cobalt,MGRC002,11/24/2016,Cobalt,Corazon Mining Limited,4349511,Target Outline,Yes,Surface,Extension,CZN-ASX,0.0177,0.0128,>10 - 100,14.36,10.39,-27.93%,FALSE,690,,,
Lake Roe,719580,76396,Australia,Gold,BBRD0056,10/28/2016,Gold,Breaker Resources NL,4357258,Target Outline,No,Surface,Infill,BRB-ASX,0.4178,0.2839,>10 - 100,54.73,37.16,-32.05%,FALSE,717,,,
Mt Gilmore,746229,77615,Australia,Cobalt,MGRC006,12/14/2016,Cobalt,Corazon Mining Limited,4349511,Target Outline,Yes,Surface,Extension,CZN-ASX,0.0165,0.0108,>10 - 100,13.41,8.81,-34.29%,FALSE,724,,,
Finniss,704243,77623,Australia,Lithium,FRC006,10/3/2016,Lithium,Core Exploration Limited,4349515,Target Outline,Yes,Surface,Exploration,CXO-ASX,0.0658,0.0699,>10 - 100,17.97,23.76,6.20%,FALSE,166,,,
Finniss,716834,77623,Australia,Lithium,FRC018,10/20/2016,Lithium,Core Exploration Limited,4349515,Target Outline,Yes,Surface,Exploration,CXO-ASX,0.0846,0.0566,>10 - 100,28.77,21.11,-33.12%,FALSE,723,,,
Terronera,717616,37381,Mexico,Silver,TR10.5-1,10/24/2016,Silver,Endeavour Silver Corporation,4349982,Prefeas/Scoping,No,Surface,Infill,EDR-TSX,4.5826,3.7566,>100,576.87,477.39,-18.03%,FALSE,603,,,
Finniss,742862,77623,Australia,Lithium,FRCD003,12/7/2016,Lithium,Core Exploration Limited,4349515,Target Outline,Yes,Surface,Exploration,CXO-ASX,0.0619,0.0502,>10 - 100,23.12,18.76,-18.85%,FALSE,612,,,
Finniss,745639,77623,Australia,Lithium,FRC030,12/13/2016,Lithium,Core Exploration Limited,4349515,Target Outline,Yes,Surface,Exploration,CXO-ASX,0.0525,0.0492,>10 - 100,19.6,18.38,-6.21%,FALSE,404,,,
Hidden Lake,725671,77633,Canada,Lithium,D12-5,11/8/2016,Lithium,92 Resources Corp.,4365292,Exploration,Yes,Surface,Exploration,NTY-TVX,0.1641,0.1118,<10,7.39,5.03,-31.87%,FALSE,716,,,
Aphrodite,735804,30914,Australia,Gold,APDM0004,11/29/2016,Gold,Aphrodite Gold Limited,4348096,Prefeas/Scoping,No,Surface,Metallurgical,AQQ-ASX,0.015,0.0094,>10 - 100,10.61,6.69,-37.00%,FALSE,732,,,
Sepeda,706341,77640,Portugal,Lithium,SC002,10/10/2016,Lithium,Dakota Minerals Limited,4353119,Target Outline,Yes,Surface,Exploration,NLI-ASX,0.0568,0.0508,>10 - 100,18.21,18.42,-10.63%,FALSE,482,,,
Davyhurst,717737,26359,Australia,Gold,MDD001,10/25/2016,Gold,Eastern Goldfields Limited,4354674,Feasibility Started,No,In Pit,Infill,EGS-ASX,0.2814,0.1732,>100,137.75,84.78,-38.45%,FALSE,737,,,
Japa,728654,36458,Ghana,Gold,JRC381,11/16/2016,Gold,Tribune Resources Limited,4354977,Reserves Development,No,Surface,Extension,TBR-ASX,5.281,4.176,>100,264.07,208.81,-20.92%,FALSE,634,,,
Sepeda,723171,77640,Portugal,Lithium,SC016,11/7/2016,Lithium,Dakota Minerals Limited,4353119,Target Outline,Yes,Surface,Exploration,NLI-ASX,0.0468,0.0438,>10 - 100,16.96,15.9,-6.24%,FALSE,406,,,
Mt Holland - Lithium,771353,78244,Australia,Lithium,KEGR016,10/11/2016,Lithium,Kidman Resources Limited,4351597,Prefeas/Scoping,No,Surface,Extension,KDR-ASX,0.5599,0.4261,>100,176.88,134.6,-23.90%,FALSE,653,,,
Monument,734245,77760,Australia,Gold,MRC003,11/28/2016,Gold,Syndicated Metals Limited,4354681,Target Outline,Yes,Surface,Exploration,SMD-ASX,0.0201,0.0124,>10 - 100,12.72,7.85,-38.31%,FALSE,735,,,
Lake Roe,716302,76396,Australia,Gold,BBRC0076,10/20/2016,Gold,Breaker Resources NL,4357258,Target Outline,No,Surface,Infill,BRB-ASX,0.4425,0.2678,>10 - 100,57.65,35.16,-39.48%,FALSE,738,,,
Crescent Lake,728606,77809,Canada,Lithium,CL-16-06,11/15/2016,Lithium,Force Commodities Limited,4354478,Target Outline,Yes,Surface,Exploration,4CE-ASX,0.0241,0.012,<10,4.27,2.12,-50.38%,FALSE,748,,,
Cairn Hill,748099,78007,Australia,Gold,CHD004,12/19/2016,Gold,Berkut Minerals Limited,4823420,Target Outline,Yes,Surface,Exploration,BMT-ASX,0.1238,0.1171,<10,2.38,2.25,-5.39%,FALSE,384,,,
Salloon,711318,78048,Canada,Copper,SAL-16-01,10/12/2016,Silver,Strategic Metals Ltd.,4354593,Target Outline,Yes,Surface,Exploration,SMD-TVX,0.4314,0.426,>10 - 100,38.45,37.96,-1.25%,FALSE,299,,,
Mt Roberts-Cottee,728695,78071,Australia,Gold,MRRC0003,11/16/2016,Gold,Alt Resources Limited,4576587,Target Outline,Yes,Surface,Exploration,ARS-ASX,0.083,0.0708,<10,5.11,4.59,-14.63%,FALSE,552,,,
Kildare,720317,78073,Ireland,Zinc,ZB16-002,10/31/2016,Zinc,Zinc of Ireland NL,4350477,Target Outline,Yes,Surface,Extension,ZMI-ASX,0.0121,0.0103,>10 - 100,11.27,9.57,-15.24%,FALSE,557,,,
Kildare,745095,78073,Ireland,Zinc,ZC16-001,12/12/2016,Zinc,Zinc of Ireland NL,4350477,Target Outline,Yes,Surface,Exploration,ZMI-ASX,0.0082,0.0058,<10,7.67,5.46,-29.35%,FALSE,702,,,
Balagundi,744534,78075,Australia,Gold,BGP0083,12/9/2016,Gold,Great Boulder Resources Limited,4820526,Target Outline,Yes,Surface,Extension,GBR-ASX,0.1342,0.0902,<10,5.06,3.4,-32.84%,FALSE,720,,,
Clearwater,717556,29474,Canada,Gold,ER16-584,10/24/2016,Gold,Eastmain Resources Inc.,4349877,Prefeas/Scoping,No,Surface,Infill,ER-TSX,0.6,0.4289,>100,105.22,75.21,-28.52%,FALSE,696,,,
Alto-Cristina,727711,78159,Mexico,Gold,CRD15-53,10/26/2016,Gold,Premier Gold Mines Limited,4353435,Target Outline,Yes,Surface,Exploration,PG-TSX,2.5165,1.8109,>100,505.8,364.56,-28.04%,FALSE,692,,,
Forrestania,749153,78241,Australia,Lithium,GPRC006,12/20/2016,Lithium,Marindi Metals Limited,4348775,Exploration,Yes,Surface,Exploration,MZN-ASX,0.0123,0.0176,>10 - 100,14.38,21.56,42.91%,FALSE,13,*,8,Two results in the top ten. Removed a result from 12/18/2016 as a duplicate. 
Forrestania,767326,78241,Australia,Lithium,GPRC06,12/28/2016,Lithium,Marindi Metals Limited,4348775,Exploration,Yes,Surface,Extension,MZN-ASX,0.0151,0.0211,>10 - 100,17.57,27.94,40.17%,FALSE,17,,,Two results in the top ten. Removed as a duplicate due to a higher ranking drill result in the top ten from  12/20/2016.
Lac la Hache,733346,31535,Canada,Copper,AZS16-58,11/23/2016,Gold,Engold Mines Ltd.,4350900,Reserves Development,No,Surface,Extension,EGM-TVX,0.075,0.091,>10 - 100,12.55,15.89,22.60%,FALSE,52,,,
Mt Holland - Lithium,768131,78244,Australia,Lithium,KEGR067,11/8/2016,Titanium,Kidman Resources Limited,4351597,Prefeas/Scoping,Yes,Surface,Extension,KDR-ASX,0.4154,0.307,>100,131.21,96.97,-26.10%,FALSE,678,,,
Percyville,750966,78284,Australia,Gold,ZZRC1605,12/20/2016,Gold,Monax Mining Limited,4352552,Target Outline,Yes,Surface,Exploration,MOX-ASX,0.0094,0.0073,<10,4.32,3.36,-22.13%,FALSE,638,,,
Molyhil,715946,57565,Australia,Tungsten,16MRAB032,10/19/2016,Titanium,Thor Mining PLC,4354834,Feasibility Complete,No,Surface,Extension,THR-AIMLSE,NA,NA,NA,NA,NA,0.00%,FALSE,259,,,Unlisted at the time of the drill result's release.
